round,value,daily_double,category,comments,answer,question,air_date,notes,Difficulty
2,2000,no,FILL IN THE TITLE,-,"William Dean Howells: ""The Rise of _____\""",Silas Lapham,4/18/2005,"2005 Ultimate Tournament of Champions Round 2, game 4.",Expert
2,400,no,"I'M JUST A ""BILL\""",(Alex: And each correct response will begin with those letters.),P.T. Barnum used them to advertise his attractions in the 1840s,billboards,4/18/2005,"2005 Ultimate Tournament of Champions Round 2, game 4.",Expert
2,800,no,"I'M JUST A ""BILL\""",(Alex: And each correct response will begin with those letters.),The top of this recreation item is called the bed & may be 800 pounds of slate,a billiard table,4/18/2005,"2005 Ultimate Tournament of Champions Round 2, game 4.",Expert
2,1200,no,"I'M JUST A ""BILL\""",(Alex: And each correct response will begin with those letters.),Lodging for a soldier,billet,4/18/2005,"2005 Ultimate Tournament of Champions Round 2, game 4.",Expert
2,1600,no,"I'M JUST A ""BILL\""",(Alex: And each correct response will begin with those letters.),"The psalmist says, ""Deep calleth unto deep... all thy waves and"" these ""are gone over me\""",billows,4/18/2005,"2005 Ultimate Tournament of Champions Round 2, game 4.",Expert
2,2000,no,"I'M JUST A ""BILL\""",(Alex: And each correct response will begin with those letters.),The name of this London fish market became synonymous with abusive language,Billingsgate,4/18/2005,"2005 Ultimate Tournament of Champions Round 2, game 4.",Expert
1,200,no,CHICAGO,-,"The Art Institute of Chicago is guarded by 2 of these beasts (bronze ones, not real ones)",lions,4/19/2005,"2005 Ultimate Tournament of Champions Round 2, game 5.",Expert
1,400,no,CHICAGO,-,"In 2005, a search for ""Chicago's Fairest Colleen"" chose Bridget McLaughlin to reign over this parade",the St. Patrick's Day parade,4/19/2005,"2005 Ultimate Tournament of Champions Round 2, game 5.",Expert
1,1000,yes,CHICAGO,-,Untouchable Tours visits such sanguineous spots as the site of this February 1929 event,the Valentine's Day Massacre,4/19/2005,"2005 Ultimate Tournament of Champions Round 2, game 5.",Expert
1,800,no,CHICAGO,-,"Shoppers adore ""The Magnificent Mile"", the north part of this avenue",Michigan,4/19/2005,"2005 Ultimate Tournament of Champions Round 2, game 5.",Expert
1,1000,no,CHICAGO,-,At Shedd Aquarium these white whales are such good vocalizers that you may feel they're talking to you,belugas,4/19/2005,"2005 Ultimate Tournament of Champions Round 2, game 5.",Expert
1,200,no,CAB ARRAY,-,You might want to take a water taxi to this city's Piazza San Marco but--mamma mia!--it can be pricey,Venice,4/19/2005,"2005 Ultimate Tournament of Champions Round 2, game 5.",Expert
1,400,no,CAB ARRAY,-,"Even when you think it's too expensive, the price you pay to ride in a cab is called by this homophone",a fare,4/19/2005,"2005 Ultimate Tournament of Champions Round 2, game 5.",Expert
1,600,no,CAB ARRAY,-,"Often seen in Central Park, this conveyance gets part of its name from the Latin word for ""foot\""",a pedicab,4/19/2005,"2005 Ultimate Tournament of Champions Round 2, game 5.",Expert
1,800,no,CAB ARRAY,-,Cab drivers came to be called hacks because of this old word for a coach for hire,hackney,4/19/2005,"2005 Ultimate Tournament of Champions Round 2, game 5.",Expert
1,1000,no,CAB ARRAY,-,"\""Cab"" is a shortened form of this 4-syllable French word for a light one-horse carriage",cabriolet,4/19/2005,"2005 Ultimate Tournament of Champions Round 2, game 5.",Expert
1,200,no,MOO-VIN' OUT,-,"This common name for a cow is also an adjective that means ""overly authoritative\""",Bossy,4/19/2005,"2005 Ultimate Tournament of Champions Round 2, game 5.",Expert
1,400,no,MOO-VIN' OUT,-,"If cows went surfing, they'd probably yell this 9-letter word that starts with ""cow"", dude",cowabunga,4/19/2005,"2005 Ultimate Tournament of Champions Round 2, game 5.",Expert
1,600,no,MOO-VIN' OUT,-,"In the theme song of this classic TV Western, Frankie Laine sang, ""Head 'em up, move 'em on\""",Rawhide,4/19/2005,"2005 Ultimate Tournament of Champions Round 2, game 5.",Expert
1,800,no,MOO-VIN' OUT,-,Range Riders Ranch in this state offers a cattle drive vacation along the old Bozeman Trail,Montana,4/19/2005,"2005 Ultimate Tournament of Champions Round 2, game 5.",Expert
1,1000,no,MOO-VIN' OUT,-,"By definition, cattle that are described as ""polled"" lack these",horns,4/19/2005,"2005 Ultimate Tournament of Champions Round 2, game 5.",Expert
1,200,no,FAN TOM,-,"\""I have given up newspapers... for Tacitus and Thucydides... and I find myself much the happier"", said this U.S. pres.",Thomas Jefferson,4/19/2005,"2005 Ultimate Tournament of Champions Round 2, game 5.",Expert
1,400,no,FAN TOM,-,"He had the ""Common Sense"" to idolize Ben Franklin, who encouraged his move to America in 1774",Tom Paine,4/19/2005,"2005 Ultimate Tournament of Champions Round 2, game 5.",Expert
1,600,no,FAN TOM,-,"Since childhood, this author of ""I Am Charlotte Simmons"" has been a huge fan of a book called ""Honey Bear\""",(Tom) Wolfe,4/19/2005,"2005 Ultimate Tournament of Champions Round 2, game 5.",Expert
1,800,no,FAN TOM,-,"This ""Jude the Obscure"" author admired Browning but was said to be too shy to meet him",Thomas Hardy,4/19/2005,"2005 Ultimate Tournament of Champions Round 2, game 5.",Expert
1,1000,no,FAN TOM,-,This Scot's famous 1840s lectures on heroes & hero worship featured Odin & Rousseau,Carlyle,4/19/2005,"2005 Ultimate Tournament of Champions Round 2, game 5.",Expert
1,200,no,"AVENUE ""Q\""",-,Nestle introduced this drink product in 1948 to compete with Ovaltine,Quik,4/19/2005,"2005 Ultimate Tournament of Champions Round 2, game 5.",Expert
1,400,no,"AVENUE ""Q\""",-,Elizabeth Hooton was one of the first female preachers of this religious group,the Quakers,4/19/2005,"2005 Ultimate Tournament of Champions Round 2, game 5.",Expert
1,600,no,"AVENUE ""Q\""",-,"This luxury liner moored in Long Beach, Calif. is said to be haunted by a mysterious woman in white",the Queen Mary,4/19/2005,"2005 Ultimate Tournament of Champions Round 2, game 5.",Expert
1,800,no,"AVENUE ""Q\""",-,He was Norway's minister of defense from 1931 to 1933,Quisling,4/19/2005,"2005 Ultimate Tournament of Champions Round 2, game 5.",Expert
1,1000,no,"AVENUE ""Q\""",-,"When medium-sized, these hard clams are marketed as cherrystones",quahogs,4/19/2005,"2005 Ultimate Tournament of Champions Round 2, game 5.",Expert
2,400,no,PSYCHOLOGY,-,1-word name of the brain disease marked by delusions that's the largest cause of admission to mental hospitals,schizophrenia,4/19/2005,"2005 Ultimate Tournament of Champions Round 2, game 5.",Expert
2,800,no,PSYCHOLOGY,-,"Giving a treat to a rat after it presses a bar is this type of ""reinforcement\""",positive,4/19/2005,"2005 Ultimate Tournament of Champions Round 2, game 5.",Expert
2,1200,no,PSYCHOLOGY,-,"Psychologist Carl Rogers favored this word over ""patient""; perhaps he counted his billable hours",client,4/19/2005,"2005 Ultimate Tournament of Champions Round 2, game 5.",Expert
2,1600,no,PSYCHOLOGY,-,"In the mind, it's coming to associate a behavior with a stimulus; in the body, it helps you get in shape",conditioning,4/19/2005,"2005 Ultimate Tournament of Champions Round 2, game 5.",Expert
2,2000,no,PSYCHOLOGY,-,"Behaviorist Clark Hull reduced motivations to needs like hunger, which he gave this ""transporting"" term",drives,4/19/2005,"2005 Ultimate Tournament of Champions Round 2, game 5.",Expert
2,400,no,RODNEY DANGERFIELD,-,"As fun-loving businessman Thornton Melon, Rodney returned to college to help out his son in this comedy",Back to School,4/19/2005,"2005 Ultimate Tournament of Champions Round 2, game 5.",Expert
2,800,no,RODNEY DANGERFIELD,-,"In ""Ladybugs"", a flustered Rodney coached a girls' team in this sport",soccer,4/19/2005,"2005 Ultimate Tournament of Champions Round 2, game 5.",Expert
2,1200,no,RODNEY DANGERFIELD,-,"In a rare dramatic turn, Rodney starred as an abusive father in this film about a murderous couple",Natural Born Killers,4/19/2005,"2005 Ultimate Tournament of Champions Round 2, game 5.",Expert
2,1600,no,RODNEY DANGERFIELD,-,"Rodney's real last name, it means ""priest"" in Hebrew",Cohen,4/19/2005,"2005 Ultimate Tournament of Champions Round 2, game 5.",Expert
2,2000,no,RODNEY DANGERFIELD,-,"Popular comedians helped along by Rodney include Jerry Seinfeld, Jim Carrey, Tim Allen & this late ex-preacher",Sam Kinison,4/19/2005,"2005 Ultimate Tournament of Champions Round 2, game 5.",Expert
2,400,no,IT ENDED THE WAR,-,"The Treaty of Paris, 1783",the American Revolution,4/19/2005,"2005 Ultimate Tournament of Champions Round 2, game 5.",Expert
2,800,no,IT ENDED THE WAR,-,"The Treaty of Paris, 1856",the Crimean War,4/19/2005,"2005 Ultimate Tournament of Champions Round 2, game 5.",Expert
2,1200,no,IT ENDED THE WAR,-,"The Treaty of Paris, 1763",the French and Indian War,4/19/2005,"2005 Ultimate Tournament of Champions Round 2, game 5.",Expert
2,1600,no,IT ENDED THE WAR,-,"The Treaty of Portsmouth, 1905",the Russo-Japanese War,4/19/2005,"2005 Ultimate Tournament of Champions Round 2, game 5.",Expert
2,2000,no,IT ENDED THE WAR,-,"The Treaty of Frankfurt, 1871",the Franco-Prussian War,4/19/2005,"2005 Ultimate Tournament of Champions Round 2, game 5.",Expert
2,400,no,OCCUPATIONAL NAMES,-,"This name of a ""Sound of Music"" actor has the same origin as the job of fixing pipes",(Christopher) Plummer,4/19/2005,"2005 Ultimate Tournament of Champions Round 2, game 5.",Expert
2,800,no,OCCUPATIONAL NAMES,-,This one-syllable bookish-sounding name goes back to young attendants of lords,Page,4/19/2005,"2005 Ultimate Tournament of Champions Round 2, game 5.",Expert
2,6600,yes,OCCUPATIONAL NAMES,-,This common English last name indicates an ancestor who rounded wood on a lathe,Turner,4/19/2005,"2005 Ultimate Tournament of Champions Round 2, game 5.",Expert
2,1600,no,OCCUPATIONAL NAMES,-,"Schneider is German for this professional, & a Schneiderpuppe is his dummy",a tailor,4/19/2005,"2005 Ultimate Tournament of Champions Round 2, game 5.",Expert
2,2000,no,OCCUPATIONAL NAMES,-,This name of a great opera composer could be anglicized as Wainwright,Wagner,4/19/2005,"2005 Ultimate Tournament of Champions Round 2, game 5.",Expert
2,400,no,A CAPITAL CITY IDEA,-,The largest city by population is this capital with about 35 million,Tokyo,4/19/2005,"2005 Ultimate Tournament of Champions Round 2, game 5.",Expert
2,800,no,A CAPITAL CITY IDEA,-,In Turkish this capital is known as known as Lefkosa; in Greek it's known as Levkosia,Nicosia,4/19/2005,"2005 Ultimate Tournament of Champions Round 2, game 5.",Expert
2,1200,no,A CAPITAL CITY IDEA,-,"Founded in the 13th century, it's the capital & largest city of Laos",Vientiane,4/19/2005,"2005 Ultimate Tournament of Champions Round 2, game 5.",Expert
2,1600,no,A CAPITAL CITY IDEA,-,"No longer Alma-Ata, the capital city of this central Asian country is now Astana",Kazakhstan,4/19/2005,"2005 Ultimate Tournament of Champions Round 2, game 5.",Expert
2,2000,no,A CAPITAL CITY IDEA,-,"Situated on the Hrazdan River, this Armenian capital city is a mere 14 miles from the border with Turkey",Yerevan,4/19/2005,"2005 Ultimate Tournament of Champions Round 2, game 5.",Expert
2,400,no,ABBR.,-,"Abbreviated Mlle, it's the French equivalent of Miss",mademoiselle,4/19/2005,"2005 Ultimate Tournament of Champions Round 2, game 5.",Expert
2,800,no,ABBR.,-,Postal abbreviation of the state whose largest city is Burlington,VT,4/19/2005,"2005 Ultimate Tournament of Champions Round 2, game 5.",Expert
2,1200,no,ABBR.,-,"In Internet addresses, zw stands for this country",Zimbabwe,4/19/2005,"2005 Ultimate Tournament of Champions Round 2, game 5.",Expert
2,4000,yes,ABBR.,-,4-letter abbreviation for the agency that investigates all the USA's civil aviation accidents,the NTSB,4/19/2005,"2005 Ultimate Tournament of Champions Round 2, game 5.",Expert
2,2000,no,ABBR.,-,"TVP, which stands for this, is a soybean product used as a food extender & is often used in faux hot dogs",textured vegetable protein,4/19/2005,"2005 Ultimate Tournament of Champions Round 2, game 5.",Expert
1,200,no,HEALTH & MEDICINE,-,"Under Jean Chretien, in 2001 this country became the first to legalize marijuana for medical use",Canada,4/20/2005,"2005 Ultimate Tournament of Champions Round 2, game 6.",Expert
1,400,no,HEALTH & MEDICINE,-,"9-letter term for a body part, like the sinoatrial node, that is a regulator of bodily rhythm",a pacemaker,4/20/2005,"2005 Ultimate Tournament of Champions Round 2, game 6.",Expert
1,600,no,HEALTH & MEDICINE,-,"\""The Hot Zone"", a medical thriller, tells the true story of an outbreak of this virus near Washington, D.C.",Ebola,4/20/2005,"2005 Ultimate Tournament of Champions Round 2, game 6.",Expert
1,800,no,HEALTH & MEDICINE,-,Factor VIII is a protein in the blood that helps it do this,clot,4/20/2005,"2005 Ultimate Tournament of Champions Round 2, game 6.",Expert
1,1000,no,HEALTH & MEDICINE,-,The name of these pain suppressors is short for endogenous morphines,endorphins,4/20/2005,"2005 Ultimate Tournament of Champions Round 2, game 6.",Expert
1,200,no,CALIFUNIA,-,"This movie ""Daredevil"" is lucky at cards: he won the 2004 California State Poker Championship",Ben Affleck,4/20/2005,"2005 Ultimate Tournament of Champions Round 2, game 6.",Expert
1,400,no,CALIFUNIA,-,"\""Ready. Aim. Scream"" is the slogan of this Buena Park theme park's Silver Bullet ride",Knott's Berry Farm,4/20/2005,"2005 Ultimate Tournament of Champions Round 2, game 6.",Expert
1,600,no,CALIFUNIA,-,Huzzah!  The Old Globe Theatre in this city's Balboa Park is celebrating its 70th anniversary in 2005,San Diego,4/20/2005,"2005 Ultimate Tournament of Champions Round 2, game 6.",Expert
1,800,no,CALIFUNIA,-,"At L.A.'s George C. Page Museum, watch scientists clean & identify specimens plucked from this primeval pool next door",the La Brea tar pits,4/20/2005,"2005 Ultimate Tournament of Champions Round 2, game 6.",Expert
1,1000,no,CALIFUNIA,-,"This town in the Santa Ynez valley is ""The Danish capital of America"", so, yes, you'll find lots of pastry there",Solvang,4/20/2005,"2005 Ultimate Tournament of Champions Round 2, game 6.",Expert
1,200,no,THERE'S NO BUSINESS,-,The power went out on this Houston company when it declared bankruptcy in December 2001,Enron,4/20/2005,"2005 Ultimate Tournament of Champions Round 2, game 6.",Expert
1,400,no,THERE'S NO BUSINESS,-,"This airline's ""Friendly Skies"" were darkened by its Dec. 2002 bankruptcy",United Airlines,4/20/2005,"2005 Ultimate Tournament of Champions Round 2, game 6.",Expert
1,600,no,THERE'S NO BUSINESS,-,In Jan. 2002 this undersea fiber optic telecom co. founded by Gary Winnick sank beneath the bankruptcy waves,Global Crossing,4/20/2005,"2005 Ultimate Tournament of Champions Round 2, game 6.",Expert
1,800,no,THERE'S NO BUSINESS,-,$11 billion in alleged fraud might've played a tiny part in this long-distance co.'s July 2002 bankruptcy,WorldCom,4/20/2005,"2005 Ultimate Tournament of Champions Round 2, game 6.",Expert
1,1000,no,THERE'S NO BUSINESS,-,"Conspiracy & fraud led to a June 2002 ""reorganization"" of this cable co. led by the Rigas family",Adelphia,4/20/2005,"2005 Ultimate Tournament of Champions Round 2, game 6.",Expert
1,200,no,LIKE SHOW BUSINESS,-,In the '70s Jon Landau wrote he saw rock & roll's future & its name was this Jersey guy; guess he was right,(Bruce) Springsteen,4/20/2005,"2005 Ultimate Tournament of Champions Round 2, game 6.",Expert
1,400,no,LIKE SHOW BUSINESS,-,"1930's ""Anna Christie"" was advertised with the line ""Garbo"" does this",talks,4/20/2005,"2005 Ultimate Tournament of Champions Round 2, game 6.",Expert
1,600,no,LIKE SHOW BUSINESS,-,"Opening at No. 1 at the box office in 2004, a prequel to this 1973 horror flick really ""turned some heads\""",The Exorcist,4/20/2005,"2005 Ultimate Tournament of Champions Round 2, game 6.",Expert
1,800,no,LIKE SHOW BUSINESS,-,"Imitation gruel & ""Non-Toxic Kologne"" are endorsed by this ""Simpsons"" ""k""lown",Krusty,4/20/2005,"2005 Ultimate Tournament of Champions Round 2, game 6.",Expert
1,1000,no,LIKE SHOW BUSINESS,-,"In 1992 Rene Echevarria wrote the classic ""I, Borg"" episode of this Patrick Stewart series",Star Trek: The Next Generation,4/20/2005,"2005 Ultimate Tournament of Champions Round 2, game 6.",Expert
2,400,no,"2 ACTORS, SAME ROLE",(Alex: One role on film; the other on television.),Sally Kellerman & Loretta Swit,"\""Hot Lips"" Houlihan",4/20/2005,"2005 Ultimate Tournament of Champions Round 2, game 6.",Expert
2,800,no,"2 ACTORS, SAME ROLE",(Alex: One role on film; the other on television.),Buddy Ebsen & Jim Varney,Jed Clampett,4/20/2005,"2005 Ultimate Tournament of Champions Round 2, game 6.",Expert
2,1200,no,"2 ACTORS, SAME ROLE",(Alex: One role on film; the other on television.),Goldie Hawn & Lorna Patterson,Private Benjamin,4/20/2005,"2005 Ultimate Tournament of Champions Round 2, game 6.",Expert
2,1600,no,"2 ACTORS, SAME ROLE",(Alex: One role on film; the other on television.),Ross Martin & Kevin Kline,Artemus Gordon,4/20/2005,"2005 Ultimate Tournament of Champions Round 2, game 6.",Expert
2,2000,no,"2 ACTORS, SAME ROLE",(Alex: One role on film; the other on television.),Jonathan Harris & Gary Oldman,Dr. Smith,4/20/2005,"2005 Ultimate Tournament of Champions Round 2, game 6.",Expert
2,400,no,BEND IT LIKE BECKETT,-,"Born in 1906, Samuel Beckett attended Trinity College in this city",Dublin,4/20/2005,"2005 Ultimate Tournament of Champions Round 2, game 6.",Expert
2,800,no,BEND IT LIKE BECKETT,-,"Beckett won this big prize in 1969, but declined the trip to Sweden to avoid the public speeches at the ceremony",the Nobel Prize in Literature,4/20/2005,"2005 Ultimate Tournament of Champions Round 2, game 6.",Expert
2,1200,no,BEND IT LIKE BECKETT,-,"It's the English title of the play Beckett originally worte in French as ""Fin de partie\""",Endgame,4/20/2005,"2005 Ultimate Tournament of Champions Round 2, game 6.",Expert
2,8000,yes,BEND IT LIKE BECKETT,-,"Beckett is a major dramatist of the ""Theater of"" this, which portrays a bewildered & anxious humanity",the Absurd,4/20/2005,"2005 Ultimate Tournament of Champions Round 2, game 6.",Expert
2,2000,no,BEND IT LIKE BECKETT,-,"It's subtitled ""A Tragicomedy in Two Acts\""",Waiting for Godot,4/20/2005,"2005 Ultimate Tournament of Champions Round 2, game 6.",Expert
2,400,no,CAPITAL CITIES,-,"Not surprisingly, in Korean this city's name means ""capital city\""",Seoul,4/20/2005,"2005 Ultimate Tournament of Champions Round 2, game 6.",Expert
2,800,no,CAPITAL CITIES,-,"In 1831 the city of Thang Long changed its name to this, a capital idea by the Vietnamese",Hanoi,4/20/2005,"2005 Ultimate Tournament of Champions Round 2, game 6.",Expert
2,1200,no,CAPITAL CITIES,-,"In exile, Lenin ran a training school for Russian revolutionists at Longjumeau, a suburb of this capital city",Paris,4/20/2005,"2005 Ultimate Tournament of Champions Round 2, game 6.",Expert
2,1600,no,CAPITAL CITIES,-,"Razed in the 16th century, the reconstructed ruins of Templo Mayor are found in this capital's Zocalo",Mexico City,4/20/2005,"2005 Ultimate Tournament of Champions Round 2, game 6.",Expert
2,6000,yes,CAPITAL CITIES,-,"Honoring one of the country's famous sons, the Universidad de Belgrano is found in this South American capital",Buenos Aires,4/20/2005,"2005 Ultimate Tournament of Champions Round 2, game 6.",Expert
2,400,no,"\""T"" TIME",-,Your body's metabolism is regulated by hormones from this gland,the thyroid,4/20/2005,"2005 Ultimate Tournament of Champions Round 2, game 6.",Expert
2,800,no,"\""T"" TIME",-,"After meeting the basic requirements for scout, a Boy Scout achieves this rank",tenderfoot,4/20/2005,"2005 Ultimate Tournament of Champions Round 2, game 6.",Expert
2,1200,no,"\""T"" TIME",-,This word for a device popularized in the 1800s can mean to signal your plans unintentionally,telegraph,4/20/2005,"2005 Ultimate Tournament of Champions Round 2, game 6.",Expert
2,1600,no,"\""T"" TIME",-,This lover of Cressida was killed by Achilles,Troilus,4/20/2005,"2005 Ultimate Tournament of Champions Round 2, game 6.",Expert
2,2000,no,"\""T"" TIME",-,"It's the ""bewitching"" first name of Stephen King's wife; she's an author, too",Tabitha,4/20/2005,"2005 Ultimate Tournament of Champions Round 2, game 6.",Expert
1,200,no,"\""LOVE"" ON TELEVISION",-,Madylin Sweeten plays the daughter & her brothers play the twin sons on this sitcom,Everybody Loves Raymond,4/21/2005,"2005 Ultimate Tournament of Champions Round 2, game 7.",Expert
1,400,no,"\""LOVE"" ON TELEVISION",-,"She hosted ""True Tales of Teen Trauma"" on MTV & also played Sarah on ""Party of Five\""",Jennifer Love Hewitt,4/21/2005,"2005 Ultimate Tournament of Champions Round 2, game 7.",Expert
1,600,no,"\""LOVE"" ON TELEVISION",-,Yikes!  Tiny Tim once played a suspected vampire on this comedy anthology series that debuted in 1969,"Love, American Style",4/21/2005,"2005 Ultimate Tournament of Champions Round 2, game 7.",Expert
1,800,no,"\""LOVE"" ON TELEVISION",-,Our own Johnny Gilbert was once the announcer for this dating show hosted by Chuck Woolery,Love Connection,4/21/2005,"2005 Ultimate Tournament of Champions Round 2, game 7.",Expert
1,1000,no,"\""LOVE"" ON TELEVISION",-,This '80s sitcom was based on a TV movie in which Tony Randall played a gay man,"Love, Sidney",4/21/2005,"2005 Ultimate Tournament of Champions Round 2, game 7.",Expert
1,200,no,PRESIDENTIAL CAMPAIGN SLOGANS,-,"\""Not just peanuts\""",Carter,4/21/2005,"2005 Ultimate Tournament of Champions Round 2, game 7.",Expert
1,400,no,PRESIDENTIAL CAMPAIGN SLOGANS,-,"\""Don't stop thinking about tomorrow\""",Clinton,4/21/2005,"2005 Ultimate Tournament of Champions Round 2, game 7.",Expert
1,600,no,PRESIDENTIAL CAMPAIGN SLOGANS,-,"\""Tippecanoe and Tyler too\""",William Henry Harrison,4/21/2005,"2005 Ultimate Tournament of Champions Round 2, game 7.",Expert
1,800,no,PRESIDENTIAL CAMPAIGN SLOGANS,-,"\""It's morning again in America\""",Ronald Reagan,4/21/2005,"2005 Ultimate Tournament of Champions Round 2, game 7.",Expert
1,1000,no,PRESIDENTIAL CAMPAIGN SLOGANS,-,"\""A chicken in every pot and a car in every garage\""",Hoover,4/21/2005,"2005 Ultimate Tournament of Champions Round 2, game 7.",Expert
1,200,no,THE URBAN SCENE,-,"Often, a route along a waterway isn't called a street or ave., but this, like Boston's Memorial & Storrow",a drive,4/21/2005,"2005 Ultimate Tournament of Champions Round 2, game 7.",Expert
1,400,no,THE URBAN SCENE,-,"Sodium vapor is a common type of these, which help prevent crime & traffic accidents",streetlights,4/21/2005,"2005 Ultimate Tournament of Champions Round 2, game 7.",Expert
1,600,no,THE URBAN SCENE,-,A defining characteristic of a high rise is having this item perfected in the 19th century by Otis,the elevator,4/21/2005,"2005 Ultimate Tournament of Champions Round 2, game 7.",Expert
1,800,no,THE URBAN SCENE,-,"It opened in 1900, its first line running from Paris' Porte de Vincennes to Porte Maillot",the M̩tro,4/21/2005,"2005 Ultimate Tournament of Champions Round 2, game 7.",Expert
1,1000,no,THE URBAN SCENE,-,She became a symbol of urban indifference when she was killed in 1964 in earshot of her Queens neighbors,(Kitty) Genovese,4/21/2005,"2005 Ultimate Tournament of Champions Round 2, game 7.",Expert
2,400,no,STARDUST,-,"This word for a large system of stars comes from the Greek for ""milk\""",galaxy,4/21/2005,"2005 Ultimate Tournament of Champions Round 2, game 7.",Expert
2,800,no,STARDUST,-,"Noted astronomer Fred Whipple famously described the comet as an enormous, dirty one of these",a snowball,4/21/2005,"2005 Ultimate Tournament of Champions Round 2, game 7.",Expert
2,1200,no,STARDUST,-,"Algol is one of these, 2 stars revolving around each other, also called a double star",a binary star,4/21/2005,"2005 Ultimate Tournament of Champions Round 2, game 7.",Expert
2,1000,yes,STARDUST,-,"A faint constellation in the northern sky, Camelopardalis represents this animal",the giraffe,4/21/2005,"2005 Ultimate Tournament of Champions Round 2, game 7.",Expert
2,2000,no,STARDUST,-,"The Oort cloud & its inner region, this belt, are thought to contain billions of comets",the Kuiper belt,4/21/2005,"2005 Ultimate Tournament of Champions Round 2, game 7.",Expert
2,400,no,TUXEDO JUNCTION,-,Europeans once called tuxedos by the name of this city in Monaco,Monte Carlo,4/21/2005,"2005 Ultimate Tournament of Champions Round 2, game 7.",Expert
2,800,no,TUXEDO JUNCTION,-,In 2005 he catered his 11th Governors Ball for Academy Award winners & disappointees alike,Wolfgang Puck,4/21/2005,"2005 Ultimate Tournament of Champions Round 2, game 7.",Expert
2,1200,no,TUXEDO JUNCTION,-,"Gentlemen should be prepared to dress for dinner on this newest Cunard ship, the longest, tallest ocean liner",the Queen Mary II,4/21/2005,"2005 Ultimate Tournament of Champions Round 2, game 7.",Expert
2,1600,no,TUXEDO JUNCTION,-,In January 2005 Donald Trump had a formal wedding reception at this Palm Beach estate of his,Mar-a-Lago,4/21/2005,"2005 Ultimate Tournament of Champions Round 2, game 7.",Expert
2,2000,no,TUXEDO JUNCTION,-,"On Nov. 28, 1966 this author threw a star-studded ""Black & White Ball"" in honor of Kay Graham",Truman Capote,4/21/2005,"2005 Ultimate Tournament of Champions Round 2, game 7.",Expert
2,400,no,SOUTH OF THE BORDER,(Alex: We'll give you a country; you name the neighbor on its southernmost border.),Denmark,Germany,4/21/2005,"2005 Ultimate Tournament of Champions Round 2, game 7.",Expert
2,800,no,SOUTH OF THE BORDER,(Alex: We'll give you a country; you name the neighbor on its southernmost border.),Nicaragua,Costa Rica,4/21/2005,"2005 Ultimate Tournament of Champions Round 2, game 7.",Expert
2,1200,no,SOUTH OF THE BORDER,(Alex: We'll give you a country; you name the neighbor on its southernmost border.),Guyana,Brazil,4/21/2005,"2005 Ultimate Tournament of Champions Round 2, game 7.",Expert
2,1600,no,SOUTH OF THE BORDER,(Alex: We'll give you a country; you name the neighbor on its southernmost border.),Saudi Arabia,Yemen,4/21/2005,"2005 Ultimate Tournament of Champions Round 2, game 7.",Expert
2,2000,no,SOUTH OF THE BORDER,(Alex: We'll give you a country; you name the neighbor on its southernmost border.),Namibia,South Africa,4/21/2005,"2005 Ultimate Tournament of Champions Round 2, game 7.",Expert
2,400,no,"TAKE THE ""A"" TRAIN",-,It can be keynote or residential,an address,4/21/2005,"2005 Ultimate Tournament of Champions Round 2, game 7.",Expert
2,800,no,"TAKE THE ""A"" TRAIN",-,"According to Genesis 4, he was the middle child",Abel,4/21/2005,"2005 Ultimate Tournament of Champions Round 2, game 7.",Expert
2,1200,no,"TAKE THE ""A"" TRAIN",-,In 1919 Ernest Rutherford bombarded nitrogen with these particles to transform it into oxygen,alpha particles,4/21/2005,"2005 Ultimate Tournament of Champions Round 2, game 7.",Expert
2,1600,no,"TAKE THE ""A"" TRAIN",-,It can be a call to go left or right in square dancing with interlocking arms,an allemande,4/21/2005,"2005 Ultimate Tournament of Champions Round 2, game 7.",Expert
2,2000,no,"TAKE THE ""A"" TRAIN",-,"Once a separate kingdom, it's now a state in the extreme northeast of India",Assam,4/21/2005,"2005 Ultimate Tournament of Champions Round 2, game 7.",Expert
1,200,no,HITCHCOCK MOVIE QUOTES,"(Alex: You have to ID the film, of course.)","\""Mother!  O God, Mother!  Blood!  Blood!\""",Psycho,4/22/2005,"2005 Ultimate Tournament of Champions Round 2, game 8.",Expert
1,400,no,HITCHCOCK MOVIE QUOTES,"(Alex: You have to ID the film, of course.)","\""A murderer would never parade his crime in front of an open window\""",Rear Window,4/22/2005,"2005 Ultimate Tournament of Champions Round 2, game 8.",Expert
1,600,no,HITCHCOCK MOVIE QUOTES,"(Alex: You have to ID the film, of course.)","\""That's funny, that plane's dustin' crops where there ain't no crops\""",North by Northwest,4/22/2005,"2005 Ultimate Tournament of Champions Round 2, game 8.",Expert
1,800,no,HITCHCOCK MOVIE QUOTES,"(Alex: You have to ID the film, of course.)","\""Last night I dreamt I went to Manderley again\""",Rebecca,4/22/2005,"2005 Ultimate Tournament of Champions Round 2, game 8.",Expert
1,1000,no,HITCHCOCK MOVIE QUOTES,"(Alex: You have to ID the film, of course.)","\""Two fellows meet accidentally... each one has somebody they'd like to get rid of, so they swap murders\""",Strangers on a Train,4/22/2005,"2005 Ultimate Tournament of Champions Round 2, game 8.",Expert
