round,value,daily_double,category,comments,answer,question,air_date,notes,Difficulty
2,1600,no,FRENCH SCRAMBLE,(Alex: You have to unscramble the anagram to come up with the French response.),A season:  TEE,̩t̩,5/11/2011,2011 Teachers Tournament semifinal game 3.,Medium
2,2000,no,FRENCH SCRAMBLE,(Alex: You have to unscramble the anagram to come up with the French response.),How many are there?:  NICE MOB,combien,5/11/2011,2011 Teachers Tournament semifinal game 3.,Medium
3,0,no,20th CENTURY NOVELS,-,"\""A Girl from a Different World"" & ""Train to the Urals"" are chapters in this 1957 work",Doctor Zhivago,5/11/2011,2011 Teachers Tournament semifinal game 3.,Medium
1,200,no,YOU GET A STAR,-,"Wolf 359, the fifth-closest star to Earth, takes the name ""wolf"" from this",Max Wolf (the man who discovered it),5/12/2011,2011 Teachers Tournament final game 1.,Medium
1,400,no,YOU GET A STAR,-,Our sun is a dwarf star; Capella A is a giant star & Antares A is this even bigger type,super giant,5/12/2011,2011 Teachers Tournament final game 1.,Medium
1,600,no,YOU GET A STAR,-,"The brightness of a star is described by this word, from the Latin for ""great\""",magnitude,5/12/2011,2011 Teachers Tournament final game 1.,Medium
1,800,no,YOU GET A STAR,-,"Many Milky Way stars pair with another around a common center of gravity & are called this, like a computer code",a binary,5/12/2011,2011 Teachers Tournament final game 1.,Medium
1,1000,no,YOU GET A STAR,-,The radial outflow of ionized gas from a star is called stellar or solar this,wind,5/12/2011,2011 Teachers Tournament final game 1.,Medium
1,200,no,COUNTRY: STRONG,-,Roy Acuff sang the first song when this country institution moved to its new Tennessee home in 1974,the Grand Ole Opry,5/12/2011,2011 Teachers Tournament final game 1.,Medium
1,400,no,COUNTRY: STRONG,-,"\""A dream is like"" this, ""ever changin' as it flows"", sang Garth Brooks in this song that gets him the most fan mail","\""A River\""",5/12/2011,2011 Teachers Tournament final game 1.,Medium
1,600,no,COUNTRY: STRONG,-,"In his native West Virginia, folks turn it on, turn it up & sing along with him",Brad Paisley,5/12/2011,2011 Teachers Tournament final game 1.,Medium
1,800,no,COUNTRY: STRONG,-,"As well as music videos, this network airs shows like ""My Big Redneck Wedding\""",CMT (Country Music Television),5/12/2011,2011 Teachers Tournament final game 1.,Medium
1,1000,no,COUNTRY: STRONG,-,She's the Grammy winner heard here,Miranda Lambert,5/12/2011,2011 Teachers Tournament final game 1.,Medium
1,200,no,ETHNIC GROUPS,-,Not surprisingly Persians make up about 51% of this country's people,Iran,5/12/2011,2011 Teachers Tournament final game 1.,Medium
1,400,no,ETHNIC GROUPS,-,People originally from this Iberian country make up Luxembourg's second-largest ethnic group,Portugal,5/12/2011,2011 Teachers Tournament final game 1.,Medium
1,600,no,ETHNIC GROUPS,-,Greeks account for 77% of this country's people (& Greece isn't the word),Cyprus,5/12/2011,2011 Teachers Tournament final game 1.,Medium
1,800,no,ETHNIC GROUPS,-,"At about 15%, this native people constitute New Zealand's largest minority",the Maori,5/12/2011,2011 Teachers Tournament final game 1.,Medium
1,1000,no,ETHNIC GROUPS,-,"At 7%, Hungarians form Romania's largest minority, while Roma, popularly known as these people, make up 2%",gypsies,5/12/2011,2011 Teachers Tournament final game 1.,Medium
1,200,no,VENDING MACHINES,-,A 2010 order by the mayor banned calorically sweetened these from vending machines on S.F. city property,drinks (sodas accepted),5/12/2011,2011 Teachers Tournament final game 1.,Medium
1,400,no,VENDING MACHINES,-,William Rowe's 1926 machine vended these by the pack; in the depression a new machine sold them individually,cigarettes,5/12/2011,2011 Teachers Tournament final game 1.,Medium
1,600,no,VENDING MACHINES,-,"It's the filling in the vending machine stalwart, Toasty Crackers from Lance Incorporated",peanut butter,5/12/2011,2011 Teachers Tournament final game 1.,Medium
1,800,no,VENDING MACHINES,-,"This colorful service operates about 25,000 kiosks that rent you a dvd for a buck",Redbox,5/12/2011,2011 Teachers Tournament final game 1.,Medium
1,1000,no,VENDING MACHINES,-,It's the term for a metal imitation coin used to fool a vending machine,a slug,5/12/2011,2011 Teachers Tournament final game 1.,Medium
1,200,no,ARRIVALS,-,"On his May 1927 arrival in Paris, he worried about killing some in the crowd of 10,000 with his propeller",Lindbergh,5/12/2011,2011 Teachers Tournament final game 1.,Medium
1,400,no,ARRIVALS,-,"On his arrival in Egypt in 48 B.C., he was presented with his rival Pompey's pickled head",Julius Caesar,5/12/2011,2011 Teachers Tournament final game 1.,Medium
1,600,no,ARRIVALS,-,"With age, John Paul II modified this custom; on arriving in South Africa in 1994, he was handed a basket of earth",kissing the ground,5/12/2011,2011 Teachers Tournament final game 1.,Medium
1,800,no,ARRIVALS,-,April 21 is a Rastafarian holiday--it's the date in 1966 when Haile Selassie visited this island,Jamaica,5/12/2011,2011 Teachers Tournament final game 1.,Medium
1,2200,yes,ARRIVALS,-,"On July 8, 1853 Commodore Matthew Perry historically sailed into this bay",the Tokyo bay,5/12/2011,2011 Teachers Tournament final game 1.,Medium
1,200,no,"IT'S ""MAY""!",-,"On the small screen, Gomer & Opie lived there",Mayberry,5/12/2011,2011 Teachers Tournament final game 1.,Medium
1,400,no,"IT'S ""MAY""!",-,"Stable emulsion of vinegar, oil, raw egg yolks & lemon juice; yum!",mayonnaise,5/12/2011,2011 Teachers Tournament final game 1.,Medium
1,600,no,"IT'S ""MAY""!",-,Its journey across the pond took 66 days in 1620,the Mayflower,5/12/2011,2011 Teachers Tournament final game 1.,Medium
1,800,no,"IT'S ""MAY""!",-,Short-lived member of the order ephemeroptera,the mayfly,5/12/2011,2011 Teachers Tournament final game 1.,Medium
1,1000,no,"IT'S ""MAY""!",-,"Named for the festival once held there, it's a district of Central London",Mayfair,5/12/2011,2011 Teachers Tournament final game 1.,Medium
2,400,no,BIBLICAL WOMEN,-,"\""And it came to pass"" that Samson loved this ""woman in the valley of Sorek\""",Delilah,5/12/2011,2011 Teachers Tournament final game 1.,Medium
2,800,no,BIBLICAL WOMEN,-,"She told her mother-in-law Naomi, ""whither thou goest, I will go...thy people shall be my people\""",Ruth,5/12/2011,2011 Teachers Tournament final game 1.,Medium
2,2500,yes,BIBLICAL WOMEN,-,This Phoenician princess who married King Ahab was thrown out a window & her corpse devoured by dogs,Jezebel,5/12/2011,2011 Teachers Tournament final game 1.,Medium
2,1600,no,BIBLICAL WOMEN,-,"The story of this woman, the only female to judge Israel, is told twice in Judges",Deborah,5/12/2011,2011 Teachers Tournament final game 1.,Medium
2,2000,no,BIBLICAL WOMEN,-,"By offering water to Abraham's servant, she identified herself as the bride appointed by God for Isaac",Rebecca,5/12/2011,2011 Teachers Tournament final game 1.,Medium
2,400,no,FILM GRAMMAR,-,"In ""Written on the Wind"", said wind blows the pages of this back 1 year, indicating a flashback",a calendar,5/12/2011,2011 Teachers Tournament final game 1.,Medium
2,800,no,FILM GRAMMAR,-,"Horror films often show the victim from the perspective of the killer, a shot known by this 3-letter abbrev.",POV (point of view),5/12/2011,2011 Teachers Tournament final game 1.,Medium
2,1200,no,FILM GRAMMAR,-,"A cut from an event to a close-up on someone's face is this type of shot, also found in a Newtonian law",a reaction shot,5/12/2011,2011 Teachers Tournament final game 1.,Medium
2,1600,no,FILM GRAMMAR,-,"Grainy film stock gives the impression of this, verite en francais",truth,5/12/2011,2011 Teachers Tournament final game 1.,Medium
2,400,no,QUOTES ABOUT TEACHING,-,"This conqueror & pupil of Aristotle is quoted, ""I am indebted to my father for living, but to my teacher for living well\""",Alexander the Great,5/12/2011,2011 Teachers Tournament final game 1.,Medium
2,800,no,QUOTES ABOUT TEACHING,-,"In 1963 this pres. said cynics would pay ""those to whom they entrust the minds of their children"" less than their plumbers",Kennedy,5/12/2011,2011 Teachers Tournament final game 1.,Medium
2,1200,no,QUOTES ABOUT TEACHING,-,"In this work Khalil Gibran said a wise teacher ""leads you to the threshold of your own mind\""",The Prophet,5/12/2011,2011 Teachers Tournament final game 1.,Medium
2,1600,no,QUOTES ABOUT TEACHING,-,"He wrote in the business magazine bearing his name that education ""replaces an empty mind with an open one\""",(Malcolm) Forbes,5/12/2011,2011 Teachers Tournament final game 1.,Medium
2,2000,no,QUOTES ABOUT TEACHING,-,"This 19th c. pioneer of public schools called education a ""great equalizer...balance-wheel of the social machinery\""",(Horace) Mann,5/12/2011,2011 Teachers Tournament final game 1.,Medium
2,400,no,THE UNIVERSITY OF NOTRE DAME,-,This major step taken in 1972 was originally supposed to come about through a merger with St. Mary's college,co-education,5/12/2011,2011 Teachers Tournament final game 1.,Medium
2,800,no,THE UNIVERSITY OF NOTRE DAME,-,1 of the 2 feature films released that has ever been allowed to shoot scenes on campus,"Rudy (or Knute Rockne, All American)",5/12/2011,2011 Teachers Tournament final game 1.,Medium
2,1200,no,THE UNIVERSITY OF NOTRE DAME,-,"The Basilica is modeled on the Rome church of this order of Father Marquette, who explored the South Bend area",the Jesuits,5/12/2011,2011 Teachers Tournament final game 1.,Medium
2,400,no,COLORFUL 19th CENTURY LIT,-,This 1895 Stephen Crane work has been called the first modern war novel,The Red Badge of Courage,5/12/2011,2011 Teachers Tournament final game 1.,Medium
2,800,no,COLORFUL 19th CENTURY LIT,-,"The subtitle of this 1877 novel is ""The Autobiography of a Horse\""",Black Beauty,5/12/2011,2011 Teachers Tournament final game 1.,Medium
2,1200,no,COLORFUL 19th CENTURY LIT,-,"A trip to Liverpool as a cabin boy on a merchant ship helped this man pen ""Redburn""; it wasn't the last novel he set at sea",(Herman) Melville,5/12/2011,2011 Teachers Tournament final game 1.,Medium
2,1600,no,COLORFUL 19th CENTURY LIT,-,"The first chapter of this 1887 work is titled ""Mr. Sherlock Holmes\""",A Study in Scarlet,5/12/2011,2011 Teachers Tournament final game 1.,Medium
2,2000,no,COLORFUL 19th CENTURY LIT,-,"In 1872 he published the first of his Wessex novels ""Under the Greenwood Tree\""",(Thomas) Hardy,5/12/2011,2011 Teachers Tournament final game 1.,Medium
2,400,no,BROKEN ENGLISH,-,"It means to fly apart suddenly, especially from internal pressure such as can happen to a balloon or an appendix",burst,5/12/2011,2011 Teachers Tournament final game 1.,Medium
2,800,no,BROKEN ENGLISH,-,"Neil Sedaka sang, ""If you go then I'll be blue, 'cause"" this ""is hard to do\""","\""Breaking Up\""",5/12/2011,2011 Teachers Tournament final game 1.,Medium
2,1200,no,BROKEN ENGLISH,-,"It can precede bean, fastener or dragon",snap,5/12/2011,2011 Teachers Tournament final game 1.,Medium
2,1600,no,BROKEN ENGLISH,-,"This word was used to describe the ""Fairy Tales"" narrated by Edward Everett Horton on ""The Bullwinkle Show\""",fractured,5/12/2011,2011 Teachers Tournament final game 1.,Medium
2,2800,yes,BROKEN ENGLISH,-,"Tennyson wrote ""Out flew the web and floated wide, the mirror"" did this ""from side to side\""",cracked,5/12/2011,2011 Teachers Tournament final game 1.,Medium
3,0,no,AFI LIFE ACHIEVEMENT AWARDS,-,"They're the only father & son to receive the AFI's Life Achievement Award-- dad in 1991, son in 2009",Kirk Douglas and Michael Douglas,5/12/2011,2011 Teachers Tournament final game 1.,Medium
1,200,no,NOTABLE EDUCATORS,-,In the 6th century B.C. Sariputra was an early pupil of this Indian religion founder,Buddha,5/13/2011,2011 Teachers Tournament final game 2.,Medium
1,400,no,NOTABLE EDUCATORS,-,Around 387 B.C. this student of Socrates founded the Athens school known as the Academy,Plato,5/13/2011,2011 Teachers Tournament final game 2.,Medium
1,2000,yes,NOTABLE EDUCATORS,-,"This high school teacher was involved in a little trial in Dayton, Tennessee in July 1925",(John T.) Scopes,5/13/2011,2011 Teachers Tournament final game 2.,Medium
1,800,no,NOTABLE EDUCATORS,-,"This sci fi author of ""I, Robot"" taught biochemistry at Boston University",(Isaac) Asimov,5/13/2011,2011 Teachers Tournament final game 2.,Medium
1,1000,no,NOTABLE EDUCATORS,-,She was a little-known University of Oklahoma law professor until the Clarence Thomas hearings,Anita Hill,5/13/2011,2011 Teachers Tournament final game 2.,Medium
1,200,no,COMMON BONDS,-,"Surgical, boxing, fingerless",gloves,5/13/2011,2011 Teachers Tournament final game 2.,Medium
1,400,no,COMMON BONDS,-,"A glance, second base, Manet's ""Chez Tortoni"" in 1990",things that are stolen,5/13/2011,2011 Teachers Tournament final game 2.,Medium
1,600,no,COMMON BONDS,-,"Illicit assets, popsicles, botoxed faces",frozen things,5/13/2011,2011 Teachers Tournament final game 2.,Medium
1,800,no,COMMON BONDS,-,"Strop, whetstone, emery wheel",things that sharpen,5/13/2011,2011 Teachers Tournament final game 2.,Medium
1,1000,no,COMMON BONDS,-,"A subpoena, a tennis ball, dinner",things that are served,5/13/2011,2011 Teachers Tournament final game 2.,Medium
1,200,no,30 SOMETHING,-,"It's 3/4 of the number of weeks in a year, & a common number of weeks for a pregnancy to last",39,5/13/2011,2011 Teachers Tournament final game 2.,Medium
1,400,no,30 SOMETHING,-,Standard RPM speed of your old long-playing record albums,33 1/3,5/13/2011,2011 Teachers Tournament final game 2.,Medium
1,600,no,30 SOMETHING,-,"\""Miracle"" street in a 1947 holiday classic",34th Street,5/13/2011,2011 Teachers Tournament final game 2.,Medium
1,800,no,30 SOMETHING,-,Youngest age at which you can be sworn in for the U.S. Senate,30,5/13/2011,2011 Teachers Tournament final game 2.,Medium
1,1000,no,30 SOMETHING,-,Total number of pieces including pawns at the start of a chess game,32,5/13/2011,2011 Teachers Tournament final game 2.,Medium
1,200,no,A LITTLE OF THE BUBBLY,-,"One of its ad campaigns called it ""The uncola. The un and only.\""",7 Up,5/13/2011,2011 Teachers Tournament final game 2.,Medium
1,400,no,A LITTLE OF THE BUBBLY,-,"In the 1890s pharmacist Caleb Bradham invented this cola drink, known then as ""Brad's Drink\""",Pepsi,5/13/2011,2011 Teachers Tournament final game 2.,Medium
1,600,no,A LITTLE OF THE BUBBLY,-,Roy Allen opened root beer stands in 1922 & introduced this brand name for his product,A&W,5/13/2011,2011 Teachers Tournament final game 2.,Medium
1,800,no,A LITTLE OF THE BUBBLY,-,Verrerie du Languedoc is one of the manufacturers of the green bottles for this brand of sparkling water,Perrier,5/13/2011,2011 Teachers Tournament final game 2.,Medium
1,1000,no,A LITTLE OF THE BUBBLY,-,This current soda brand is named for a peak in the Cascades,Shasta,5/13/2011,2011 Teachers Tournament final game 2.,Medium
1,200,no,10-LETTER WORDS,-,"A mat attached to a frame used as a springboard; sorry, gotta bounce!",a trampoline,5/13/2011,2011 Teachers Tournament final game 2.,Medium
1,400,no,10-LETTER WORDS,-,"I'm going to use my power of this to tell you it's from the Latin for ""supplying a hint\""",suggestion,5/13/2011,2011 Teachers Tournament final game 2.,Medium
1,800,no,10-LETTER WORDS,-,"A rotation, as on an axis, or a violent replacement of an established government",a revolution,5/13/2011,2011 Teachers Tournament final game 2.,Medium
1,1000,no,10-LETTER WORDS,-,It's the branch of medicine dealing with diseases of the aged,geriatrics,5/13/2011,2011 Teachers Tournament final game 2.,Medium
2,400,no,FRIDAY THE 13th,-,"On Nov. 13, 1789 Ben Franklin wrote, ""In this world nothing can be said to be certain, except"" these 2 things",death & taxes,5/13/2011,2011 Teachers Tournament final game 2.,Medium
2,800,no,FRIDAY THE 13th,-,"On Oct. 13, 1989, termed the Friday the 13th mini-crash, this average slipped 190.58 points",the Dow Jones,5/13/2011,2011 Teachers Tournament final game 2.,Medium
2,1200,no,FRIDAY THE 13th,-,"During Hitler's blitz of London, this residence was hit by bombs on Sept. 13, 1940, destroying the chapel",Buckingham Palace,5/13/2011,2011 Teachers Tournament final game 2.,Medium
2,1600,no,FRIDAY THE 13th,-,"This league, the ABA, played its first game on October 13, 1967; the Oakland Oaks beat the Anaheim Amigos",the American Basketball Association,5/13/2011,2011 Teachers Tournament final game 2.,Medium
2,2000,no,FRIDAY THE 13th,-,"On July 13, 1906 the French army reinstated this falsely convicted Jewish officer",Dreyfus,5/13/2011,2011 Teachers Tournament final game 2.,Medium
2,400,no,FOREIGN FILM TITLES,"(Alex: Give us the American title, if you please.)","A neo-realistic classic: ""Ladri di biciclette\""",The Bicycle Thief,5/13/2011,2011 Teachers Tournament final game 2.,Medium
2,800,no,FOREIGN FILM TITLES,"(Alex: Give us the American title, if you please.)","Featuring a number of warriors: ""Shichinin No Samurai\""",The Seven Samurai,5/13/2011,2011 Teachers Tournament final game 2.,Medium
2,2500,yes,FOREIGN FILM TITLES,"(Alex: Give us the American title, if you please.)","An 8-hour epic: ""Voyna i mir\""",War and Peace,5/13/2011,2011 Teachers Tournament final game 2.,Medium
2,1600,no,FOREIGN FILM TITLES,"(Alex: Give us the American title, if you please.)","From Ingmar Bergman: ""Det sjunde inseglet\""",The Seventh Seal,5/13/2011,2011 Teachers Tournament final game 2.,Medium
2,2000,no,FOREIGN FILM TITLES,"(Alex: Give us the American title, if you please.)","From Pedro Almodovar: ""Mujeres al Borde de un Ataque de Nervios\""",Women on the Verge of a Nervous Breakdown,5/13/2011,2011 Teachers Tournament final game 2.,Medium
2,400,no,DETENTE-TION,(Alex: Not DETENTION.),The period known as Detente deals primarily with a 2-decade long era between the U.S. & this country,the USSR (Soviet Union),5/13/2011,2011 Teachers Tournament final game 2.,Medium
2,800,no,DETENTE-TION,(Alex: Not DETENTION.),This Detente treaty that aimed to curb nukes sounds like something you could add to your popcorn,the SALT Treaty,5/13/2011,2011 Teachers Tournament final game 2.,Medium
2,2000,yes,DETENTE-TION,(Alex: Not DETENTION.),Detente tensions flared when this country was invaded in 1979; you'd think that would never happen again,Afghanistan,5/13/2011,2011 Teachers Tournament final game 2.,Medium
2,1600,no,DETENTE-TION,(Alex: Not DETENTION.),In 1968 this mutual defense pact named for a European capital was invoked as troops rolled into Czechoslovakia,the Warsaw Pact,5/13/2011,2011 Teachers Tournament final game 2.,Medium
2,400,no,HOT ENOUGH FOR YOU?,-,In 1960 it got up to 129 at curiously named Greenland Ranch in this grim California valley,Death Valley,5/13/2011,2011 Teachers Tournament final game 2.,Medium
2,800,no,HOT ENOUGH FOR YOU?,-,This second planet's surface temperature is a toasty 860 degrees Fahrenheit,Venus,5/13/2011,2011 Teachers Tournament final game 2.,Medium
2,1600,no,HOT ENOUGH FOR YOU?,-,Europe's highest recorded temperature was 122 in 1881 in this Spanish city; it cooled down in time for Expo 1992,Seville,5/13/2011,2011 Teachers Tournament final game 2.,Medium
2,2000,no,HOT ENOUGH FOR YOU?,-,"To convert Celsius to Fahrenheit, multiply by 1.8 & add 32; if it's 50 Celsius, it's this Fahrenheit",122,5/13/2011,2011 Teachers Tournament final game 2.,Medium
2,400,no,"WELL, IT'S NOT SHAKESPEARE",-,"Last name of David, the screenwriter who wrote ""Speed-the-Plow"", a play about greedy producers",Mamet,5/13/2011,2011 Teachers Tournament final game 2.,Medium
2,800,no,"WELL, IT'S NOT SHAKESPEARE",-,"Sure & 'tis the name of playwright John Casey, after he changed it to its Irish form",Sean O'Casey,5/13/2011,2011 Teachers Tournament final game 2.,Medium
2,1200,no,"WELL, IT'S NOT SHAKESPEARE",-,"Last name of playwriting twins Anthony & Peter, who gave us ""Sleuth"" & ""Amadeus\""",Shaffer,5/13/2011,2011 Teachers Tournament final game 2.,Medium
2,1600,no,"WELL, IT'S NOT SHAKESPEARE",-,"It's the last name of German dramatist Bertolt, who lived in the U.S. from 1941 to 1947",Brecht,5/13/2011,2011 Teachers Tournament final game 2.,Medium
2,2000,no,"WELL, IT'S NOT SHAKESPEARE",-,"Last name of Daphne, who is addition to novels wrote plays like ""September Tide\""",du Maurier,5/13/2011,2011 Teachers Tournament final game 2.,Medium
2,400,no,"PREPARING FOR THE ""SAT""s","(Alex: Each response will begin with ""S-A-T"".)",The Moon is one,a satellite,5/13/2011,2011 Teachers Tournament final game 2.,Medium
2,800,no,"PREPARING FOR THE ""SAT""s","(Alex: Each response will begin with ""S-A-T"".)","This word meaning ""adequate"" contains a manufacturing facility",satisfactory,5/13/2011,2011 Teachers Tournament final game 2.,Medium
2,1200,no,"PREPARING FOR THE ""SAT""s","(Alex: Each response will begin with ""S-A-T"".)","Wetted thoroughly, from the Latin for ""full\""",saturated,5/13/2011,2011 Teachers Tournament final game 2.,Medium
2,1600,no,"PREPARING FOR THE ""SAT""s","(Alex: Each response will begin with ""S-A-T"".)","Yes, Mr. Paige, it's a small bag",a satchel,5/13/2011,2011 Teachers Tournament final game 2.,Medium
2,2000,no,"PREPARING FOR THE ""SAT""s","(Alex: Each response will begin with ""S-A-T"".)",Zen Buddhist state of enlightenment,satori,5/13/2011,2011 Teachers Tournament final game 2.,Medium
3,0,no,MONARCHS,-,"In March 2011 he gave his first televised speech in 22 years on the throne, saying he hoped things would get better",Emperor Akihito of Japan,5/13/2011,2011 Teachers Tournament final game 2.,Medium
1,200,no,"J.J. ABRAMS, BUSY MAN",-,In 2009 J.J. Abrams went where Leonard Nimoy had gone before & directed this film,Star Trek,2/1/2012,2012 College Championship quarterfinal game 1.,Medium
1,400,no,"J.J. ABRAMS, BUSY MAN",-,"J.J. didn't write or direct, but produced 2011's ""Mission: Impossible"", subtitled this",Ghost Protocol,2/1/2012,2012 College Championship quarterfinal game 1.,Medium
1,600,no,"J.J. ABRAMS, BUSY MAN",-,"J.J. co-created this ABC drama that was so intriguing, a man simply opening a hatch became a major event",Lost,2/1/2012,2012 College Championship quarterfinal game 1.,Medium
1,800,no,"J.J. ABRAMS, BUSY MAN",-,"J.J. said he created this Jennifer Garner series by thinking, ""What if Felicity was a spy?\""",Alias,2/1/2012,2012 College Championship quarterfinal game 1.,Medium
1,1000,no,"J.J. ABRAMS, BUSY MAN",-,"Say you write a script about a '70s train crash; if you're J.J., you call it this, direct it & have Spielberg produce",Super 8,2/1/2012,2012 College Championship quarterfinal game 1.,Medium
1,200,no,ALSO A GAME,-,Slang for a tornado,a twister,2/1/2012,2012 College Championship quarterfinal game 1.,Medium
1,400,no,ALSO A GAME,-,A war vessel such as the Potemkin or the Graf Spee,a battleship,2/1/2012,2012 College Championship quarterfinal game 1.,Medium
1,600,no,ALSO A GAME,-,The Moor of Venice,Othello,2/1/2012,2012 College Championship quarterfinal game 1.,Medium
1,800,no,ALSO A GAME,-,Part of the skull where the brain is,cranium,2/1/2012,2012 College Championship quarterfinal game 1.,Medium
1,1000,no,ALSO A GAME,-,A command indicating how an HTML file is to be formatted,tag,2/1/2012,2012 College Championship quarterfinal game 1.,Medium
1,200,no,"\""F"" IN SCIENCE",-,"The name of this bone is Latin for ""thigh\""",femur,2/1/2012,2012 College Championship quarterfinal game 1.,Medium
1,400,no,"\""F"" IN SCIENCE",-,This simple sugar is found in honey,fructose,2/1/2012,2012 College Championship quarterfinal game 1.,Medium
1,600,no,"\""F"" IN SCIENCE",-,"Equal to one cycle per second, the hertz is the international unit of this, as for sound waves",frequency,2/1/2012,2012 College Championship quarterfinal game 1.,Medium
1,800,no,"\""F"" IN SCIENCE",-,This technology uses hair-thin transparent filaments to transmit light or infrared signals,fiber optics,2/1/2012,2012 College Championship quarterfinal game 1.,Medium
1,1000,no,"\""F"" IN SCIENCE",-,"When dissolved in a solution of water & methanol, this gas with a strong odor is used to preserve biological samples",formaldehyde,2/1/2012,2012 College Championship quarterfinal game 1.,Medium
1,200,no,NAME THAT CARMAKER,-,Let's agree it makes the Accord Coupe,Honda,2/1/2012,2012 College Championship quarterfinal game 1.,Medium
1,400,no,NAME THAT CARMAKER,-,The 4Runner runs off its assembly line,Toyota,2/1/2012,2012 College Championship quarterfinal game 1.,Medium
1,600,no,NAME THAT CARMAKER,-,Zoom-zoom around in its CX-9,Mazda,2/1/2012,2012 College Championship quarterfinal game 1.,Medium
1,800,no,NAME THAT CARMAKER,-,You can't pass up its Passat,Volkswagen,2/1/2012,2012 College Championship quarterfinal game 1.,Medium
1,1000,no,NAME THAT CARMAKER,-,This company makes the Fiesta,Ford,2/1/2012,2012 College Championship quarterfinal game 1.,Medium
1,200,no,FAMILIAR EXPRESSIONS,-,"Teddy Roosevelt used the expression ""speak softly and"" do this",carry a big stick,2/1/2012,2012 College Championship quarterfinal game 1.,Medium
1,400,no,FAMILIAR EXPRESSIONS,-,"The saying ""If anything can go wrong it will"" is known as his ""law\""",Murphy,2/1/2012,2012 College Championship quarterfinal game 1.,Medium
1,600,no,FAMILIAR EXPRESSIONS,-,"This title of a self-help book & a film with Drew Barrymore means forget the guy, he isn't interested",He's Just Not That into You,2/1/2012,2012 College Championship quarterfinal game 1.,Medium
1,800,no,FAMILIAR EXPRESSIONS,-,"It's popularly said that ""the opera isn't over till"" this person sings",the fat lady,2/1/2012,2012 College Championship quarterfinal game 1.,Medium
1,1000,no,FAMILIAR EXPRESSIONS,-,"It was John Donne who coined the phrase ""No man is"" this ""entire of itself\""",an island,2/1/2012,2012 College Championship quarterfinal game 1.,Medium
1,200,no,CHILDREN'S BOOKS,-,"She also wrote ""Little Town on the Prairie\""",Laura Ingalls Wilder,2/1/2012,2012 College Championship quarterfinal game 1.,Medium
1,400,no,CHILDREN'S BOOKS,-,"What a good daughter!  She dedicated ""Are You There God?  It's Me, Margaret."" to her mother",Judy Blume,2/1/2012,2012 College Championship quarterfinal game 1.,Medium
1,1000,yes,CHILDREN'S BOOKS,-,"Rejected by 26 publishers, this beloved classic by Madeleine L'Engle is celebrating its 50th anniversary in 2012",A Wrinkle in Time,2/1/2012,2012 College Championship quarterfinal game 1.,Medium
1,800,no,CHILDREN'S BOOKS,-,Chris Van Allsburg won a Caldecott Medal for this modern classic about a Christmas train,The Polar Express,2/1/2012,2012 College Championship quarterfinal game 1.,Medium
1,1000,no,CHILDREN'S BOOKS,-,"In Chapter VIII of this favorite, our heroes take a trip through the deadly poppy field",The Wizard of Oz,2/1/2012,2012 College Championship quarterfinal game 1.,Medium
2,400,no,FOOD FIGHT!,-,"As part of a tariff war with this nation, George W. Bush imposed a 300% import duty on Roquefort cheese",France,2/1/2012,2012 College Championship quarterfinal game 1.,Medium
2,800,no,FOOD FIGHT!,-,National Geographic reported that ancient pandas fought with 10-foot apes over this food--& won,bamboo,2/1/2012,2012 College Championship quarterfinal game 1.,Medium
2,1200,no,FOOD FIGHT!,-,"In 2008 Lebanon threatened to sue this nation for violating its ""food copyright"" on hummus & tabbouleh",Israel,2/1/2012,2012 College Championship quarterfinal game 1.,Medium
2,4800,yes,FOOD FIGHT!,-,A 1977 protocol added to these humane agreements prohibits combatants from attacking civilian food supplies,the Geneva Convention,2/1/2012,2012 College Championship quarterfinal game 1.,Medium
2,2000,no,FOOD FIGHT!,-,This term for a wartime policy of utterly destroying an enemy's food & supplies is thought to be a translation from the Chinese,scorched earth,2/1/2012,2012 College Championship quarterfinal game 1.,Medium
2,400,no,I MARRIED A SINGER,-,"Singer Gavin Rossdale: No doubt, this singer & designer",Gwen Stefani,2/1/2012,2012 College Championship quarterfinal game 1.,Medium
2,800,no,I MARRIED A SINGER,-,"MTV VJ Vanessa Minnillo: This former ""Newlywed"" & host of ""The Sing-Off\""",Nick Lachey,2/1/2012,2012 College Championship quarterfinal game 1.,Medium
2,1200,no,I MARRIED A SINGER,-,Country singer Tim McGraw: This country superstar,Faith Hill,2/1/2012,2012 College Championship quarterfinal game 1.,Medium
2,1600,no,I MARRIED A SINGER,-,Actress Kimberly Williams: This country cutie,Brad Paisley,2/1/2012,2012 College Championship quarterfinal game 1.,Medium
2,2000,no,I MARRIED A SINGER,-,Actor Eddie Cibrian: This country sweetheart,LeAnn Rimes,2/1/2012,2012 College Championship quarterfinal game 1.,Medium
2,400,no,AFRICAN AMERICANS,-,"In 2009 Charles Bolden, who'd commanded 2 shuttle missions, became administrator of this agency",NASA,2/1/2012,2012 College Championship quarterfinal game 1.,Medium
2,800,no,AFRICAN AMERICANS,-,"This businessman with a ""9-9-9"" tax plan made news in 2011 as a candidate for president",Herman Cain,2/1/2012,2012 College Championship quarterfinal game 1.,Medium
2,1200,no,AFRICAN AMERICANS,-,"In 2011 this director & star of the ""Madea"" movies topped Forbes' list of the highest-paid men in entertainment",Tyler Perry,2/1/2012,2012 College Championship quarterfinal game 1.,Medium
